Run,Climate,System,Parametric,Heating [kBtuh]_92,Cooling [kBtuh]_92,Fan [kBtuh]_92,Heat [kW]_92,Cool [kW]_92,Fan [kW]_92,Demand [kW]_92,Heating [kBtuh]_95,Cooling [kBtuh]_95,Fan [kBtuh]_95,Heat [kW]_95,Cool [kW]_95,Fan [kW]_95,Demand [kW]_95,U,SHGC,Demand%Diff
35,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00035Table.csv,0,14,2,0,4.03,0.65,4.68,0,14,2,0,4.03,0.65,4.68,1.1,0.7,0
36,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00036Table.csv,0,14,2,0,4.18,0.69,4.87,0,14,2,0,4.16,0.68,4.84,1.1,0.85,-0.616016427
1,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00001Table.csv,0,7.01,3.93,0,2.1,1.15149,3.25149,0,7.08,3.93,0,2.1,1.15149,3.25149,0.1,0.1,0
2,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00002Table.csv,0,8.11,1.22,0,2.4,0.35746,2.75746,0,8.22,1.24,0,2.4,0.36332,2.76332,0.1,0.25,0.212514415
3,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00003Table.csv,0,8.92,1.37,0,2.6,0.40141,3.00141,0,9.17,1.41,0,2.7,0.41313,3.11313,0.1,0.4,3.722250542
4,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00004Table.csv,0,9.79,1.53,0,2.9,0.44829,3.34829,0,9.98,1.57,0,2.9,0.46001,3.36001,0.1,0.55,0.350029418
5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00005Table.csv,0,10.49,1.74,0,3.1,0.50982,3.60982,0,10.68,1.77,0,3.1,0.51861,3.61861,0.1,0.7,0.243502446
6,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00006Table.csv,0,11.27,1.91,0,3.3,0.55963,3.85963,0,11.21,1.9,0,3.3,0.5567,3.8567,0.1,0.85,-0.075914012
7,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00007Table.csv,0,7.18,1.08,0,2.1,0.31644,2.41644,0,7.26,1.1,0,2.1,0.3223,2.4223,0.3,0.1,0.242505504
8,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00008Table.csv,0,8.34,0,0,2.4,0,2.4,0,8.46,0,0,2.5,0,2.5,0.3,0.25,4.166666667
9,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00009Table.csv,0,9.12,1.4,0,2.7,0.4102,3.1102,0,9.38,1.45,0,2.7,0.42485,3.12485,0.3,0.4,0.471030802
10,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00010Table.csv,0,10.03,1.58,0,2.9,0.46294,3.36294,0,10.31,1.63,0,3,0.47759,3.47759,0.3,0.55,3.409219314
11,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00011Table.csv,0,10.8,1.73,0,3.2,0.50689,3.70689,0,10.92,1.76,0,3.2,0.51568,3.71568,0.3,0.7,0.237126001
12,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00012Table.csv,0,11.51,1.88,0,3.4,0.55084,3.95084,0,11.39,1.93,0,3.3,0.56549,3.86549,0.3,0.85,-2.160300088
13,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00013Table.csv,0,7.37,1.11,0,2.2,0.32523,2.52523,0,7.45,1.13,0,2.2,0.33109,2.53109,0.5,0.1,0.23205807
14,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00014Table.csv,0,8.54,1.29,0,2.5,0.37797,2.87797,0,8.65,1.31,0,2.5,0.38383,2.88383,0.5,0.25,0.203615743
15,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00015Table.csv,0,9.3,1.44,0,2.7,0.42192,3.12192,0,9.58,1.49,0,2.8,0.43657,3.23657,0.5,0.4,3.672419537
16,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00016Table.csv,0,10.23,1.61,0,3,0.47173,3.47173,0,10.49,1.66,0,3.1,0.48638,3.58638,0.5,0.55,3.302388147
17,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00017Table.csv,0,11.14,1.79,0,3.3,0.52447,3.82447,0,11.23,1.81,0,3.3,0.53033,3.83033,0.5,0.7,0.153223845
18,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00018Table.csv,0,11.85,1.94,0,3.5,0.56842,4.06842,0,11.75,1.92,0,3.4,0.56256,3.96256,0.5,0.85,-2.601992911
19,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00019Table.csv,0,7.55,1.15,0,2.2,0.33695,2.53695,0,7.64,1.16,0,2.2,0.33988,2.53988,0.7,0.1,0.115493013
20,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00020Table.csv,0,8.84,1.34,0,2.6,0.39262,2.99262,0,8.95,1.36,0,2.6,0.39848,2.99848,0.7,0.25,0.195815038
21,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00021Table.csv,0,9.69,1.51,0,2.8,0.44243,3.24243,0,9.91,1.55,0,2.9,0.45415,3.35415,0.7,0.4,3.445563975
22,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00022Table.csv,0,10.59,1.68,0,3.1,0.49224,3.59224,0,10.79,1.72,0,3.2,0.50396,3.70396,0.7,0.55,3.110037191
23,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00023Table.csv,0,11.5,1.86,0,3.4,0.54498,3.94498,0,11.59,1.88,0,3.4,0.55084,3.95084,0.7,0.7,0.148543212
24,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00024Table.csv,0,12.18,2,0,3.6,0.586,4.186,0,12.1,1.98,0,3.5,0.58014,4.08014,0.7,0.85,-2.528905877
25,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00025Table.csv,0,7.74,1.18,0,2.3,0.34574,2.64574,0,7.83,1.2,0,2.3,0.3516,2.6516,0.9,0.1,0.221488128
26,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00026Table.csv,0,9.15,1.4,0,2.7,0.4102,3.1102,0,9.22,1.41,0,2.7,0.41313,3.11313,0.9,0.25,0.09420616
27,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00027Table.csv,0,10.06,1.58,0,2.9,0.46294,3.36294,0,10.23,1.61,0,3,0.47173,3.47173,0.9,0.4,3.234967023
28,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00028Table.csv,0,11.04,1.77,0,3.2,0.51861,3.71861,0,11.1,1.78,0,3.3,0.52154,3.82154,0.9,0.55,2.767969752
29,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00029Table.csv,0,11.86,1.92,0,3.5,0.56256,4.06256,0,11.9,1.93,0,3.5,0.56549,4.06549,0.9,0.7,0.072122012
30,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00030Table.csv,0,12.45,2.05,0,3.6,0.60065,4.20065,0,12.41,2.04,0,3.6,0.59772,4.19772,0.9,0.85,-0.06975111
31,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00031Table.csv,0,7.85,1.2,0,2.3,0.3516,2.6516,0,7.95,1.22,0,2.3,0.35746,2.65746,1.1,0.1,0.220998642
32,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00032Table.csv,0,9.33,1.44,0,2.7,0.42192,3.12192,0,9.38,1.44,0,2.7,0.42192,3.12192,1.1,0.25,0
33,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00033Table.csv,0,10.29,1.62,0,3,0.47466,3.47466,0,10.39,1.64,0,3,0.48052,3.48052,1.1,0.4,0.168649594
34,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00034Table.csv,0,11.26,1.81,0,3.3,0.53033,3.83033,0,11.25,1.81,0,3.3,0.53033,3.83033,1.1,0.55,0
35,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00035Table.csv,0,12.05,1.96,0,3.5,0.57428,4.07428,0,12.04,1.96,0,3.5,0.57428,4.07428,1.1,0.7,0
36,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00036Table.csv,0,12.63,2.08,0,3.7,0.60944,4.30944,0,12.57,2.07,0,3.7,0.60651,4.30651,1.1,0.85,-0.067990273
1,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00001Table.csv,0,6.19,3.91,0,1.8,1.14563,2.94563,0,6.45,3.77,0,1.9,1.10461,3.00461,0.1,0.1,2.002288135
2,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00002Table.csv,0,7.27,1.11,0,2.1,0.32523,2.42523,0,7.38,1.13,0,2.2,0.33109,2.53109,0.1,0.25,4.36494683
3,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00003Table.csv,0,8.06,1.26,0,2.4,0.36918,2.76918,0,8.28,1.3,0,2.4,0.3809,2.7809,0.1,0.4,0.423229981
4,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00004Table.csv,0,8.69,1.39,0,2.5,0.40727,2.90727,0,8.87,1.42,0,2.6,0.41606,3.01606,0.1,0.55,3.741998507
5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00005Table.csv,0,10.1,1.63,0,3,0.47759,3.47759,0,10.31,1.67,0,3,0.48931,3.48931,0.1,0.7,0.337015002
6,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00006Table.csv,0,11.31,1.86,0,3.3,0.54498,3.84498,0,11.23,1.85,0,3.3,0.54205,3.84205,0.1,0.85,-0.076203257
7,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00007Table.csv,0,6.39,0.98,0,1.9,0.28714,2.18714,0,6.47,0.99,0,1.9,0.29007,2.19007,0.3,0.1,0.133964904
8,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00008Table.csv,0,7.48,0,0,2.2,0,2.2,0,7.59,0,0,2.2,0,2.2,0.3,0.25,0
9,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00009Table.csv,0,8.26,1.3,0,2.4,0.3809,2.7809,0,8.51,1.35,0,2.5,0.39555,2.89555,0.3,0.4,4.122766011
10,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00010Table.csv,0,9.08,1.45,0,2.7,0.42485,3.12485,0,9.24,1.49,0,2.7,0.43657,3.13657,0.3,0.55,0.375058003
11,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00011Table.csv,0,9.69,1.59,0,2.8,0.46587,3.26587,0,9.81,1.61,0,2.9,0.47173,3.37173,0.3,0.7,3.24140275
12,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00012Table.csv,0,11.47,1.89,0,3.4,0.55377,3.95377,0,11.38,1.87,0,3.3,0.54791,3.84791,0.3,0.85,-2.677444566
13,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00013Table.csv,0,6.56,1.01,0,1.9,0.29593,2.19593,0,6.64,1.02,0,1.9,0.29886,2.19886,0.5,0.1,0.133428661
14,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00014Table.csv,0,7.68,1.18,0,2.3,0.34574,2.64574,0,7.8,1.21,0,2.3,0.35453,2.65453,0.5,0.25,0.332232192
15,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00015Table.csv,0,8.45,1.33,0,2.5,0.38969,2.88969,0,8.69,1.38,0,2.5,0.40434,2.90434,0.5,0.4,0.506974797
16,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00016Table.csv,0,9.35,1.5,0,2.7,0.4395,3.1395,0,9.58,1.55,0,2.8,0.45415,3.25415,0.5,0.55,3.651855391
17,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00017Table.csv,0,10.05,1.65,0,2.9,0.48345,3.38345,0,10.15,1.67,0,3,0.48931,3.48931,0.5,0.7,3.128759107
18,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00018Table.csv,0,11.64,1.92,0,3.4,0.56256,3.96256,0,11.52,1.9,0,3.4,0.5567,3.9567,0.5,0.85,-0.147884196
19,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00019Table.csv,0,6.73,1.04,0,2,0.30472,2.30472,0,6.84,1.06,0,2,0.31058,2.31058,0.7,0.1,0.254260821
20,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00020Table.csv,0,7.96,1.24,0,2.3,0.36332,2.66332,0,8.07,1.26,0,2.4,0.36918,2.76918,0.7,0.25,3.974738297
21,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00021Table.csv,0,8.82,1.4,0,2.6,0.4102,3.0102,0,9.03,1.44,0,2.6,0.42192,3.02192,0.7,0.4,0.389342901
22,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00022Table.csv,0,9.71,1.57,0,2.8,0.46001,3.26001,0,9.91,1.61,0,2.9,0.47173,3.37173,0.7,0.55,3.426983353
23,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00023Table.csv,0,10.46,1.73,0,3.1,0.50689,3.60689,0,10.53,1.74,0,3.1,0.50982,3.60982,0.7,0.7,0.081233417
24,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00024Table.csv,0,11.82,1.96,0,3.5,0.57428,4.07428,0,11.74,1.94,0,3.4,0.56842,3.96842,0.7,0.85,-2.598250488
25,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00025Table.csv,0,6.92,1.07,0,2,0.31351,2.31351,0,7.01,1.09,0,2.1,0.31937,2.41937,0.9,0.1,4.575731248
26,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00026Table.csv,0,8.29,1.3,0,2.4,0.3809,2.7809,0,8.35,1.31,0,2.4,0.38383,2.78383,0.9,0.25,0.105361574
27,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00027Table.csv,0,9.19,1.47,0,2.7,0.43071,3.13071,0,9.35,1.5,0,2.7,0.4395,3.1395,0.9,0.4,0.280766983
28,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00028Table.csv,0,10.16,1.66,0,3,0.48638,3.48638,0,10.22,1.67,0,3,0.48931,3.48931,0.9,0.55,0.084041327
29,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00029Table.csv,0,10.86,1.8,0,3.2,0.5274,3.7274,0,10.89,1.81,0,3.2,0.53033,3.73033,0.9,0.7,0.078607072
30,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00030Table.csv,0,11.39,1.91,0,3.3,0.55963,3.85963,0,11.33,1.9,0,3.3,0.5567,3.8567,0.9,0.85,-0.075914012
31,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00031Table.csv,0,7.02,1.1,0,2.1,0.3223,2.4223,0,7.12,1.11,0,2.1,0.32523,2.42523,1.1,0.1,0.120959419
32,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00032Table.csv,0,8.47,1.33,0,2.5,0.38969,2.88969,0,8.51,1.34,0,2.5,0.39262,2.89262,1.1,0.25,0.101394959
33,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00033Table.csv,0,9.41,1.51,0,2.8,0.44243,3.24243,0,9.52,1.53,0,2.8,0.44829,3.24829,1.1,0.4,0.180728651
34,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00034Table.csv,0,10.38,1.7,0,3,0.4981,3.4981,0,10.37,1.7,0,3,0.4981,3.4981,1.1,0.55,0
35,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00035Table.csv,0,11.07,1.84,0,3.2,0.53912,3.73912,0,11.07,1.84,0,3.2,0.53912,3.73912,1.1,0.7,0
36,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00036Table.csv,0,11.59,1.95,0,3.4,0.57135,3.97135,0,11.51,1.93,0,3.4,0.56549,3.96549,1.1,0.85,-0.147556876
1,3A,Elec,MEM+elecres+slab+1990_para00001Table.csv,41.11,0,4.19,12.05,0,1.22767,13.27767,41.11,0,4.19,12.05,0,1.22767,13.27767,0.1,0.1,0
2,3A,Elec,MEM+elecres+slab+1990_para00002Table.csv,41.11,0,1.36,12.05,0,0.39848,12.44848,41.11,0,1.38,12.05,0,0.40434,12.45434,0.1,0.25,0.04707402
3,3A,Elec,MEM+elecres+slab+1990_para00003Table.csv,41.11,0,1.51,12.05,0,0.44243,12.49243,41.11,0,1.56,12.05,0,0.45708,12.50708,0.1,0.4,0.117271019
4,3A,Elec,MEM+elecres+slab+1990_para00004Table.csv,41.11,0,1.69,12.05,0,0.49517,12.54517,41.11,0,1.75,12.05,0,0.51275,12.56275,0.1,0.55,0.140133613
5,3A,Elec,MEM+elecres+slab+1990_para00005Table.csv,41.11,0,1.9,12.05,0,0.5567,12.6067,41.11,0,1.93,12.05,0,0.56549,12.61549,0.1,0.7,0.069724829
6,3A,Elec,MEM+elecres+slab+1990_para00006Table.csv,41.11,0,2.13,12.05,0,0.62409,12.67409,41.11,0,2.11,12.05,0,0.61823,12.66823,0.1,0.85,-0.046236061
7,3A,Elec,MEM+elecres+slab+1990_para00007Table.csv,43.89,0,1.21,12.86,0,0.35453,13.21453,43.89,0,1.23,12.86,0,0.36039,13.22039,0.3,0.1,0.044345126
8,3A,Elec,MEM+elecres+slab+1990_para00008Table.csv,43.89,0,0,12.86,0,0,12.86,43.89,0,0,12.86,0,0,12.86,0.3,0.25,0
9,3A,Elec,MEM+elecres+slab+1990_para00009Table.csv,43.89,0,1.55,12.86,0,0.45415,13.31415,43.89,0,1.6,12.86,0,0.4688,13.3288,0.3,0.4,0.11003331
10,3A,Elec,MEM+elecres+slab+1990_para00010Table.csv,43.89,0,1.73,12.86,0,0.50689,13.36689,43.89,0,1.79,12.86,0,0.52447,13.38447,0.3,0.55,0.131519
11,3A,Elec,MEM+elecres+slab+1990_para00011Table.csv,43.89,0,1.93,12.86,0,0.56549,13.42549,43.89,0,1.96,12.86,0,0.57428,13.43428,0.3,0.7,0.065472471
12,3A,Elec,MEM+elecres+slab+1990_para00012Table.csv,43.9,0,2.16,12.86,0,0.63288,13.49288,43.9,0,2.14,12.86,0,0.62702,13.48702,0.3,0.85,-0.043430313
13,3A,Elec,MEM+elecres+slab+1990_para00013Table.csv,46.31,0,1.25,13.57,0,0.36625,13.93625,46.31,0,1.27,13.57,0,0.37211,13.94211,0.5,0.1,0.042048614
14,3A,Elec,MEM+elecres+slab+1990_para00014Table.csv,46.31,0,1.44,13.57,0,0.42192,13.99192,46.31,0,1.46,13.57,0,0.42778,13.99778,0.5,0.25,0.041881314
15,3A,Elec,MEM+elecres+slab+1990_para00015Table.csv,46.31,0,1.58,13.57,0,0.46294,14.03294,46.31,0,1.64,13.57,0,0.48052,14.05052,0.5,0.4,0.12527667
16,3A,Elec,MEM+elecres+slab+1990_para00016Table.csv,46.31,0,1.76,13.57,0,0.51568,14.08568,46.31,0,1.82,13.57,0,0.53326,14.10326,0.5,0.55,0.124807606
17,3A,Elec,MEM+elecres+slab+1990_para00017Table.csv,46.31,0,1.97,13.57,0,0.57721,14.14721,46.31,0,1.99,13.57,0,0.58307,14.15307,0.5,0.7,0.041421595
18,3A,Elec,MEM+elecres+slab+1990_para00018Table.csv,46.31,0,2.19,13.57,0,0.64167,14.21167,46.31,0,2.17,13.57,0,0.63581,14.20581,0.5,0.85,-0.041233718
19,3A,Elec,MEM+elecres+slab+1990_para00019Table.csv,48.42,0,1.29,14.19,0,0.37797,14.56797,48.42,0,1.31,14.19,0,0.38383,14.57383,0.7,0.1,0.040225234
20,3A,Elec,MEM+elecres+slab+1990_para00020Table.csv,48.42,0,1.5,14.19,0,0.4395,14.6295,48.42,0,1.51,14.19,0,0.44243,14.63243,0.7,0.25,0.020028026
21,3A,Elec,MEM+elecres+slab+1990_para00021Table.csv,48.42,0,1.66,14.19,0,0.48638,14.67638,48.42,0,1.7,14.19,0,0.4981,14.6881,0.7,0.4,0.079856204
22,3A,Elec,MEM+elecres+slab+1990_para00022Table.csv,48.42,0,1.84,14.19,0,0.53912,14.72912,48.42,0,1.88,14.19,0,0.55084,14.74084,0.7,0.55,0.079570266
23,3A,Elec,MEM+elecres+slab+1990_para00023Table.csv,48.42,0,2.02,14.19,0,0.59186,14.78186,48.42,0,2.05,14.19,0,0.60065,14.79065,0.7,0.7,0.059464776
24,3A,Elec,MEM+elecres+slab+1990_para00024Table.csv,48.42,0,2.23,14.19,0,0.65339,14.84339,48.42,0,2.21,14.19,0,0.64753,14.83753,0.7,0.85,-0.039478852
25,3A,Elec,MEM+elecres+slab+1990_para00025Table.csv,50.28,0,1.32,14.73,0,0.38676,15.11676,50.28,0,1.34,14.73,0,0.39262,15.12262,0.9,0.1,0.038764921
26,3A,Elec,MEM+elecres+slab+1990_para00026Table.csv,50.28,0,1.55,14.73,0,0.45415,15.18415,50.28,0,1.57,14.73,0,0.46001,15.19001,0.9,0.25,0.038592875
27,3A,Elec,MEM+elecres+slab+1990_para00027Table.csv,50.28,0,1.73,14.73,0,0.50689,15.23689,50.28,0,1.76,14.73,0,0.51568,15.24568,0.9,0.4,0.057688938
28,3A,Elec,MEM+elecres+slab+1990_para00028Table.csv,50.28,0,1.92,14.73,0,0.56256,15.29256,50.28,0,1.93,14.73,0,0.56549,15.29549,0.9,0.55,0.019159644
29,3A,Elec,MEM+elecres+slab+1990_para00029Table.csv,50.28,0,2.08,14.73,0,0.60944,15.33944,50.28,0,2.1,14.73,0,0.6153,15.3453,0.9,0.7,0.038202177
30,3A,Elec,MEM+elecres+slab+1990_para00030Table.csv,50.28,0,2.26,14.73,0,0.66218,15.39218,50.28,0,2.25,14.73,0,0.65925,15.38925,0.9,0.85,-0.01903564
31,3A,Elec,MEM+elecres+slab+1990_para00031Table.csv,51.36,0,1.34,15.05,0,0.39262,15.44262,51.36,0,1.37,15.05,0,0.40141,15.45141,1.1,0.1,0.056920393
32,3A,Elec,MEM+elecres+slab+1990_para00032Table.csv,51.36,0,1.59,15.05,0,0.46587,15.51587,51.36,0,1.6,15.05,0,0.4688,15.5188,1.1,0.25,0.018883891
33,3A,Elec,MEM+elecres+slab+1990_para00033Table.csv,51.36,0,1.77,15.05,0,0.51861,15.56861,51.36,0,1.79,15.05,0,0.52447,15.57447,1.1,0.4,0.037639841
34,3A,Elec,MEM+elecres+slab+1990_para00034Table.csv,51.36,0,1.97,15.05,0,0.57721,15.62721,51.36,0,1.96,15.05,0,0.57428,15.62428,1.1,0.55,-0.018749348
35,3A,Elec,MEM+elecres+slab+1990_para00035Table.csv,51.36,0,2.12,15.05,0,0.62116,15.67116,51.36,0,2.12,15.05,0,0.62116,15.67116,1.1,0.7,0
36,3A,Elec,MEM+elecres+slab+1990_para00036Table.csv,51.36,0,2.28,15.05,0,0.66804,15.71804,51.36,0,2.26,15.05,0,0.66218,15.71218,1.1,0.85,-0.037282002
1,3A,Elec,MEM+elecres+slab+IECC_2006_para00001Table.csv,33.18,0,4.46,9.72,0,1.30678,11.02678,33.18,0,4.46,9.72,0,1.30678,11.02678,0.1,0.1,0
2,3A,Elec,MEM+elecres+slab+IECC_2006_para00002Table.csv,33.18,0,1.14,9.72,0,0.33402,10.05402,33.18,0,1.16,9.72,0,0.33988,10.05988,0.1,0.25,0.058285144
3,3A,Elec,MEM+elecres+slab+IECC_2006_para00003Table.csv,33.18,0,1.3,9.72,0,0.3809,10.1009,33.18,0,1.35,9.72,0,0.39555,10.11555,0.1,0.4,0.145036581
4,3A,Elec,MEM+elecres+slab+IECC_2006_para00004Table.csv,33.18,0,1.47,9.72,0,0.43071,10.15071,33.18,0,1.53,9.72,0,0.44829,10.16829,0.1,0.55,0.173189856
5,3A,Elec,MEM+elecres+slab+IECC_2006_para00005Table.csv,33.18,0,1.68,9.72,0,0.49224,10.21224,33.18,0,1.72,9.72,0,0.50396,10.22396,0.1,0.7,0.114764244
6,3A,Elec,MEM+elecres+slab+IECC_2006_para00006Table.csv,33.01,0,1.9,9.67,0,0.5567,10.2267,33.04,0,1.89,9.68,0,0.55377,10.23377,0.1,0.85,0.06913276
7,3A,Elec,MEM+elecres+slab+IECC_2006_para00007Table.csv,36.02,0,1,10.55,0,0.293,10.843,36.02,0,1.02,10.55,0,0.29886,10.84886,0.3,0.1,0.054044084
8,3A,Elec,MEM+elecres+slab+IECC_2006_para00008Table.csv,36.03,0,0,10.56,0,0,10.56,36.03,0,0,10.56,0,0,10.56,0.3,0.25,0
9,3A,Elec,MEM+elecres+slab+IECC_2006_para00009Table.csv,36.03,0,1.33,10.56,0,0.38969,10.94969,36.03,0,1.39,10.56,0,0.40727,10.96727,0.3,0.4,0.160552491
10,3A,Elec,MEM+elecres+slab+IECC_2006_para00010Table.csv,36.03,0,1.51,10.56,0,0.44243,11.00243,36.03,0,1.57,10.56,0,0.46001,11.02001,0.3,0.55,0.159782884
11,3A,Elec,MEM+elecres+slab+IECC_2006_para00011Table.csv,36.03,0,1.72,10.56,0,0.50396,11.06396,36.03,0,1.75,10.56,0,0.51275,11.07275,0.3,0.7,0.079447142
12,3A,Elec,MEM+elecres+slab+IECC_2006_para00012Table.csv,35.62,0,1.92,10.44,0,0.56256,11.00256,35.66,0,1.91,10.45,0,0.55963,11.00963,0.3,0.85,0.064257773
13,3A,Elec,MEM+elecres+slab+IECC_2006_para00013Table.csv,38.49,0,1.04,11.28,0,0.30472,11.58472,38.49,0,1.05,11.28,0,0.30765,11.58765,0.5,0.1,0.025291936
14,3A,Elec,MEM+elecres+slab+IECC_2006_para00014Table.csv,38.49,0,1.22,11.28,0,0.35746,11.63746,38.49,0,1.24,11.28,0,0.36332,11.64332,0.5,0.25,0.050354631
15,3A,Elec,MEM+elecres+slab+IECC_2006_para00015Table.csv,38.49,0,1.37,11.28,0,0.40141,11.68141,38.49,0,1.42,11.28,0,0.41606,11.69606,0.5,0.4,0.125412942
16,3A,Elec,MEM+elecres+slab+IECC_2006_para00016Table.csv,38.49,0,1.55,11.28,0,0.45415,11.73415,38.49,0,1.6,11.28,0,0.4688,11.7488,0.5,0.55,0.124849265
17,3A,Elec,MEM+elecres+slab+IECC_2006_para00017Table.csv,38.49,0,1.75,11.28,0,0.51275,11.79275,38.49,0,1.78,11.28,0,0.52154,11.80154,0.5,0.7,0.074537322
18,3A,Elec,MEM+elecres+slab+IECC_2006_para00018Table.csv,38.49,0,1.98,11.28,0,0.58014,11.86014,38.49,0,1.95,11.28,0,0.57135,11.85135,0.5,0.85,-0.074113796
19,3A,Elec,MEM+elecres+slab+IECC_2006_para00019Table.csv,40.64,0,1.07,11.91,0,0.31351,12.22351,40.64,0,1.09,11.91,0,0.31937,12.22937,0.7,0.1,0.047940403
20,3A,Elec,MEM+elecres+slab+IECC_2006_para00020Table.csv,40.64,0,1.28,11.91,0,0.37504,12.28504,40.64,0,1.3,11.91,0,0.3809,12.2909,0.7,0.25,0.047700292
21,3A,Elec,MEM+elecres+slab+IECC_2006_para00021Table.csv,40.64,0,1.44,11.91,0,0.42192,12.33192,40.64,0,1.48,11.91,0,0.43364,12.34364,0.7,0.4,0.095037918
22,3A,Elec,MEM+elecres+slab+IECC_2006_para00022Table.csv,40.64,0,1.62,11.91,0,0.47466,12.38466,40.64,0,1.66,11.91,0,0.48638,12.39638,0.7,0.55,0.094633199
23,3A,Elec,MEM+elecres+slab+IECC_2006_para00023Table.csv,40.64,0,1.81,11.91,0,0.53033,12.44033,40.64,0,1.83,11.91,0,0.53619,12.44619,0.7,0.7,0.04710486
24,3A,Elec,MEM+elecres+slab+IECC_2006_para00024Table.csv,40.64,0,2.01,11.91,0,0.58893,12.49893,40.64,0,2,11.91,0,0.586,12.496,0.7,0.85,-0.023442007
25,3A,Elec,MEM+elecres+slab+IECC_2006_para00025Table.csv,42.54,0,1.11,12.46,0,0.32523,12.78523,42.54,0,1.12,12.46,0,0.32816,12.78816,0.9,0.1,0.022917069
26,3A,Elec,MEM+elecres+slab+IECC_2006_para00026Table.csv,42.54,0,1.34,12.46,0,0.39262,12.85262,42.54,0,1.35,12.46,0,0.39555,12.85555,0.9,0.25,0.022796908
